k	L	method	density	density_std	runtime	runtime_std	maxbin	maxbin_std
100	460	double	0.00495928	6.83616E-06	28.5322	0.0271765	361	0
100	470	random	0.00535264	3.54725E-05	0.6212	0.0596084	371	0
100	470	decycling	0.00483786	8.67228E-06	21.7589	0.0570131	371	0
100	470	double	0.00484199	8.72891E-06	28.6162	0.205839	371	0
100	480	random	0.00525571	0.000156579	0.6243	0.0603855	381	0
100	480	decycling	0.00472235	6.45065E-06	22.1379	0.575901	381	0
100	480	double	0.00472529	6.04823E-06	29.1511	0.812755	381	0
100	490	random	0.00511641	9.84554E-05	0.623	0.0630079	391	0
100	490	decycling	0.00461755	6.93433E-06	21.8343	0.0850224	391	0
100	490	double	0.00461772	6.68977E-06	28.7163	0.451944	391	0
100	500	random	0.00498183	4.27403E-05	0.6236	0.0621871	401	0
100	500	decycling	0.00451225	9.62688E-06	21.7692	0.0124804	401	0
100	500	double	0.00451004	4.10711E-06	28.7627	0.657717	401	0
50	60	random	0.165881	0.00853923	0.1002	0.00411825	11	0
50	60	decycling	0.163775	0.00413576	0.9987	0.00574543	11	0
50	60	double	0.16649	0.00495362	1.2728	0.00574108	11	0
50	70	random	0.0893154	0.00354614	0.0796	0.00215407	21	0
50	70	decycling	0.090596	0.00347005	0.979	0.00581378	21	0
50	70	double	0.0852822	0.000905358	1.2561	0.00211896	21	0
50	80	random	0.0636836	0.00354903	0.0768	0.00433128	31	0
50	80	decycling	0.0612508	0.00294817	0.9722	0.00315595	31	0
50	80	double	0.0526679	0.00036323	1.2497	0.00968556	31	0
50	90	random	0.0478151	0.00231276	0.0725	0.0015	41	0
50	90	decycling	0.0442574	0.00173884	0.9685	0.00458803	41	0
50	90	double	0.038597	0.00010979	1.244	0.00289828	41	0
50	100	random	0.0378397	0.000418652	0.0697	0.0011	51	0
50	100	decycling	0.0334239	0.000716276	0.9638	0.00183303	51	0
50	100	double	0.0299492	1.86358E-05	1.2434	0.00402989	51	0
50	110	random	0.0325654	0.00114685	0.069	0.00126491	61	0
50	110	decycling	0.0268508	0.000131737	0.9624	0.00241661	61	0
50	110	double	0.0251174	1.98996E-05	1.2408	0.00183303	61	0
50	120	random	0.0274723	0.000200759	0.0684	0.00190788	71	0
50	120	decycling	0.0226784	4.98498E-05	0.9628	0.00493559	71	0
50	120	double	0.021878	0.000019468	1.24	0.00134164	71	0
50	130	random	0.0242058	0.000352537	0.0702	0.00107703	81	0
50	130	decycling	0.0199096	4.77905E-05	0.962	0.00282843	81	0
50	130	double	0.0195592	2.47544E-05	1.2594	0.0297664	81	0
50	140	random	0.022417	0.00132514	0.0679	0.00207123	91	0
50	140	decycling	0.0178929	2.00583E-05	0.9617	0.00219317	91	0
50	140	double	0.0177632	3.13133E-05	1.2424	0.00355528	91	0
50	150	random	0.0196238	0.000719738	0.0661	0.00113578	101	0
50	150	decycling	0.0163732	2.58913E-05	0.962	0.00309839	101	0
50	150	double	0.016298	2.81582E-05	1.2427	0.00426732	101	0
50	160	random	0.017859	0.000289648	0.0665	0.00162788	111	0
50	160	decycling	0.015106	2.85045E-05	0.9606	0.00290517	111	0
50	160	double	0.0150858	2.65585E-05	1.24	0.00109545	111	0
50	170	random	0.0162398	0.000161174	0.0664	0.0032311	121	0
50	170	decycling	0.0140427	1.34387E-05	0.9621	0.0033	121	0
50	170	double	0.0140286	1.63932E-05	1.2405	0.0019105	121	0
50	180	random	0.0150462	0.00017228	0.0655	0.000921954	131	0
50	180	decycling	0.0131132	1.26598E-05	0.9628	0.0040694	131	0
50	180	double	0.0131108	0.000012474	1.2421	0.00364555	131	0
50	190	random	0.0141934	0.000606469	0.0655	0.00128452	141	0
50	190	decycling	0.012306	1.65202E-05	0.9792	0.0348017	141	0
50	190	double	0.0123024	1.19936E-05	1.2478	0.0271028	141	0
50	200	random	0.0132331	0.000421755	0.0652	0.00087178	151	0
50	200	decycling	0.0115935	1.42295E-05	0.9612	0.00285657	151	0
50	200	double	0.0115874	1.24927E-05	1.2492	0.0205222	151	0
50	210	random	0.0122572	0.000112769	0.0647	0.000640312	161	0
50	210	decycling	0.0109584	1.40166E-05	0.9679	0.00246779	161	0
50	210	double	0.0109595	1.37685E-05	1.2417	0.00429069	161	0
50	220	random	0.011784	0.000469787	0.0653	0.00118743	171	0
50	220	decycling	0.0103737	1.06124E-05	0.9609	0.00164012	171	0
50	220	double	0.0103894	1.09401E-05	1.2397	0.0022383	171	0
50	230	random	0.0111025	0.000502443	0.0647	0.00118743	181	0
50	230	decycling	0.00986977	1.34706E-05	0.9607	0.00179165	181	0
50	230	double	0.00986964	1.18716E-05	1.24	0.00272029	181	0
50	240	random	0.0103198	5.61537E-05	0.0641	0.0003	191	0
50	240	decycling	0.00940696	1.42131E-05	0.9627	0.00447325	191	0
50	240	double	0.00940994	7.50223E-06	1.2424	0.00397995	191	0
50	250	random	0.00992191	0.000202148	0.0643	0.000640312	201	0
50	250	decycling	0.00898539	1.28682E-05	0.9604	0.000663325	201	0
50	250	double	0.00899046	9.51465E-06	1.2407	0.00368917	201	0
50	260	random	0.00941909	0.000106006	0.0644	0.0008	211	0
50	260	decycling	0.00859791	7.51829E-06	0.9679	0.0173289	211	0
50	260	double	0.00858926	1.04001E-05	1.2416	0.00440908	211	0
50	270	random	0.00905728	0.000380647	0.0651	0.0022561	221	0
50	270	decycling	0.00825497	1.19561E-05	0.9631	0.00406079	221	0
50	270	double	0.008247	0.000010498	1.2439	0.00786702	221	0
50	280	random	0.00861121	0.00010464	0.0639	0.000830662	231	0
50	280	decycling	0.00792142	0.000016315	0.9609	0.00164012	231	0
50	280	double	0.00792208	1.06294E-05	1.242	0.0060663	231	0
50	290	random	0.00821819	7.41361E-05	0.0641	0.00137477	241	0
50	290	decycling	0.00761514	1.25993E-05	0.9598	0.00227156	241	0
50	290	double	0.0076139	1.09108E-05	1.2394	0.00195959	241	0
50	300	random	0.00795548	0.00014246	0.0638	0.0006	251	0
50	300	decycling	0.00733659	1.58071E-05	0.961	0.00209762	251	0
50	300	double	0.00734119	1.24212E-05	1.239	0.00161245	251	0
50	310	random	0.00765065	8.14709E-05	0.0641	0.000538516	261	0
50	310	decycling	0.00707314	9.39083E-06	0.9611	0.00242693	261	0
50	310	double	0.00708099	1.03986E-05	1.2416	0.00287054	261	0
50	320	random	0.00734735	9.14374E-05	0.0635	0.000921954	271	0
50	320	decycling	0.0068363	0.000014555	0.9608	0.00267582	271	0
50	320	double	0.00683952	1.01348E-05	1.2436	0.0122735	271	0
50	330	random	0.00707992	0.000062041	0.0636	0.000489898	281	0
50	330	decycling	0.00660695	7.27558E-06	0.9668	0.00263818	281	0
50	330	double	0.00660919	1.49643E-05	1.2435	0.005005	281	0
50	340	random	0.00679902	2.03471E-05	0.0643	0.00228254	291	0
50	340	decycling	0.00639834	6.52114E-06	0.9659	0.0113265	291	0
50	340	double	0.0064	7.94171E-06	1.2404	0.00533292	291	0
50	350	random	0.00662696	5.04064E-05	0.0649	0.00336006	301	0
50	350	decycling	0.00619879	1.08358E-05	0.9598	0.00146969	301	0
50	350	double	0.00620145	7.4158E-06	1.2392	0.00227156	301	0
7	100	random	0.0208696	0.000238431	0.0668	0.000748331	52995.3	2349.37
7	100	decycling	0.0205981	0.000131705	0.2431	0.00144568	46771.6	1868.6
7	100	double	0.0205858	0.000172345	0.2634	0.00142829	46518.2	2739.69
7	100	decycling_set	0.0205262	7.03992E-05	0.0964	0.000663325	47548.4	3992.3
7	100	pasha	0.0205079	7.44874E-05	0.0968	0.00166132	50271.1	3190.82
7	100	docks	0.0205388	0.000105102	0.0979	0.00202237	48762.1	2539.87
8	100	random	0.0211997	0.000535905	0.0678	0.00208806	14497.4	948.988
8	100	decycling	0.0206613	5.81831E-05	0.2584	0.00245764	13241.1	1334.79
8	100	double	0.0206508	9.01393E-05	0.2843	0.00118743	12461.1	1123.25
8	100	decycling_set	0.0206618	0.000131474	0.0946	0.00156205	13298.9	743.48
8	100	pasha	0.0206871	0.000029977	0.1005	0.0165907	13805.2	1212.2
8	100	docks	0.0206978	0.000107082	0.1023	0.0191836	13374	777.631
9	100	random	0.0213082	0.000296109	0.0681	0.00266271	4430.9	327.209
9	100	decycling	0.020734	0.00004912	0.262	0.00148324	4166.8	372.12
9	100	double	0.0207376	4.72029E-05	0.2997	0.0011	3926.5	289.23
9	100	decycling_set	0.0207311	4.75029E-05	0.1038	0.0223598	4194.7	434.526
9	100	pasha	0.0208791	6.15851E-05	0.1113	0.0274374	4210.4	172.279
9	100	docks	0.0208438	5.56782E-05	0.1056	0.0242825	4024.7	345.491
10	100	random	0.0215961	0.000458962	0.0711	0.0109859	1657.7	104.185
10	100	decycling	0.0209063	5.14035E-05	0.2774	0.00174356	1556.6	106.878
10	100	double	0.020899	4.35405E-05	0.3211	0.0027	1506.5	115.081
10	100	decycling_set	0.0208901	5.40592E-05	0.1054	0.0237369	1629.1	135.428
10	100	pasha	0.0210309	7.20376E-05	0.113	0.0263666	1570.8	118.766
10	100	docks	0.0209991	3.42736E-05	0.1074	0.0252595	1571.4	109.725
11	100	random	0.0221044	0.000950034	0.0671	0.00113578	805.8	64.9196
11	100	decycling	0.0210154	3.56691E-05	0.2818	0.0006	799.4	96.0273
11	100	double	0.0210087	3.98186E-05	0.3442	0.0136147	710.3	39.9726
11	100	decycling_set	0.0210181	5.69341E-05	0.1552	0.0300992	747.4	66.809
11	100	pasha	0.0211643	6.14364E-05	0.1519	0.030517	744.6	52.0676
11	100	docks	0.0211755	7.61895E-05	0.1383	0.0237573	750.9	64.0241
5	100	random	0.0206282	0.000906751	0.068	0.00134164	747090	67746.8
5	100	decycling	0.0205795	0.000206255	0.2371	0.00751598	509442	85548.4
5	100	double	0.0206183	0.000256935	0.238	0.00306594	490074	67076
5	100	decycling_set	0.0207625	0.000298902	0.1043	0.00100499	515177	103246
6	100	random	0.0209676	0.000603026	0.0674	0.00135647	188231	14706.1
6	100	decycling	0.0207097	0.000147931	0.2643	0.00173494	174690	24201.1
6	100	double	0.0206075	0.000177632	0.2651	0.0033	145637	24286.5
6	100	decycling_set	0.02058	0.000167917	0.1	0.000894427	164821	21089
12	100	random	0.022092	0.000674901	0.0673	0.00173494	493.1	49.172
12	100	decycling	0.0211533	5.12068E-05	0.3006	0.00377359	448.4	37.4438
12	100	double	0.0211417	3.72686E-05	0.3712	0.0272756	441.9	26.2467
12	100	decycling_set	0.0211247	4.37449E-05	0.16	0.0276948	446.9	53.7037
12	100	pasha	0.0214636	0.000112219	0.1503	0.0232424	436.4	46.5149
13	100	random	0.0227935	0.000896017	0.0676	0.000916515	338.4	33.0884
13	100	decycling	0.0212759	0.0000288	0.3084	0.00128062	330.1	28.2469
13	100	double	0.0212506	2.31165E-05	0.3925	0.0286993	309.1	36.0012
13	100	decycling_set	0.0212589	3.03278E-05	0.1585	0.0238548	297.7	33.8705
13	100	pasha	0.0216962	0.000173992	0.1603	0.0229698	314.6	34.4505
14	100	random	0.0228523	0.000716766	0.0672	0.001249	261.8	2.74955
14	100	decycling	0.0213965	3.02254E-05	0.3235	0.00224722	252.7	16.9355
14	100	double	0.0214004	4.85656E-05	0.4035	0.00143178	257.5	18.5594
15	100	random	0.0228767	0.000286402	0.0673	0.00134536	205.2	35.8826
15	100	decycling	0.0215352	2.41712E-05	0.3391	0.0113265	187	30.2688
15	100	double	0.0215205	4.36754E-05	0.4257	0.00141774	189.9	34.0777
								
11	15	Miniception	0.2983673684	0.008717152	25.3910516024	0.1578885434		
11	20	Miniception	0.1765885266	0.0056176888	25.06154809	0.0436782655		
11	30	Miniception	0.0918575919	0.002163701	24.4003111839	0.1064183663		
11	40	Miniception	0.061960742	0.0017131803	24.3291527987	0.0722405713		
11	50	Miniception	0.0475544376	0.0010755464	24.2610222816	0.0604083254		
11	60	Miniception	0.0382504783	0.0004789756	24.3509397268	0.0692561389		
11	70	Miniception	0.0321583522	0.0003424059	24.3400290728	0.0936291269		
11	80	Miniception	0.0275593176	0.0002989815	24.271175313	0.0837266072		
11	90	Miniception	0.0242090242	0.0002656134	24.2758103132	0.0932315573		
11	100	Miniception	0.0215638516	0.0003204835	24.2794696569	0.0854511668		
11	110	Miniception	0.0195429795	0.0003675387	24.3209388018	0.0746200755		
11	120	Miniception	0.0178579779	0.0002885223	24.3153936148	0.0879820888		
11	130	Miniception	0.0163067163	0.0001414093	24.2952937603	0.0849872336		
11	140	Miniception	0.0152136352	0.0001485929	24.2784571648	0.0786379773		
11	150	Miniception	0.014046464	0.0001352434	24.3262533426	0.1001775343		
11	160	Miniception	0.0132302132	0.0003477543	24.2780509233	0.102641355		
11	170	Miniception	0.0122852023	0.000135199	24.2575582743	0.091179632		
11	180	Miniception	0.0115671816	7.60562138755902E-05	24.2823494673	0.0869278958		
11	190	Miniception	0.010996841	0.0001291104	24.3125668526	0.1110634669		
11	200	Miniception	0.0104416204	9.6297328344776E-05	24.2344779491	0.1086123282		
20	30	Miniception	0.1449965655	0.0048234413	24.8132099867	0.0728064669		
20	40	Miniception	0.0848060811	0.0026103324	24.3916181087	0.0660381169		
20	50	Miniception	0.058930382	0.0015705487	24.2954897881	0.0390483664		
20	60	Miniception	0.0458350471	0.0010637473	24.3010084629	0.0411482905		
20	70	Miniception	0.0370850005	0.0009716363	24.3006091833	0.0387227158		
20	80	Miniception	0.0310903391	0.0003675531	24.2729717493	0.0424489006		
20	90	Miniception	0.0266396806	0.0004622522	24.28707726	0.0511833878		
20	100	Miniception	0.0236577749	0.0004184615	24.286597538	0.063665181		
20	110	Miniception	0.0210858201	0.0005264155	24.2456146955	0.0468681936		
20	120	Miniception	0.0190005661	0.0002418871	24.2781861305	0.040671392		
20	130	Miniception	0.0176677536	0.0007485568	24.2595354557	0.0561504531		
20	140	Miniception	0.0161289806	0.0003337615	24.2247409344	0.0421963542		
20	150	Miniception	0.0147995881	0.0002311791	24.2465399504	0.026991837		
20	160	Miniception	0.013704296	0.0001245367	24.2562317133	0.0449944062		
20	170	Miniception	0.0129858047	0.0001754818	24.2735961914	0.0631734446		
20	180	Miniception	0.012126993	0.000117317	24.276900363	0.0464466633		
20	190	Miniception	0.0115247619	0.0002181077	24.2660172462	0.0458311367		
20	200	Miniception	0.0108506206	0.0001792905	24.2543918371	0.0568135833		
20	210	Miniception	0.0102243394	6.73733244601308E-05	24.2714640617	0.0455622929		
20	220	Miniception	0.0097400585	7.85755551149693E-05	24.2407265186	0.0439919708		
20	230	Miniception	0.0092842076	0.000066021	24.2364405155	0.0351415971		
20	240	Miniception	0.0088886169	7.19073128999796E-05	24.2698596001	0.0633907604		
20	250	Miniception	0.0084919561	5.0905797776988E-05	24.2575544357	0.0405424831		
50	60	Miniception	0.1465024179	0.0065810711	25.9206541538	0.0851043218		
50	70	Miniception	0.0786872456	0.0023650812	25.2387507677	0.0347790449		
50	80	Miniception	0.0542326957	0.0024808829	25.010950017	0.0327019492		
50	90	Miniception	0.041231612	0.0020570035	23.9545146704	0.0217712676		
50	100	Miniception	0.0349862814	0.0012175627	23.8713786602	0.0263301355		
50	110	Miniception	0.0297083556	0.001114476	23.8425965786	0.0230502848		
50	120	Miniception	0.0262482686	0.0012970759	23.8299742222	0.0219642616		
50	130	Miniception	0.0230970532	0.0010911538	23.8402525425	0.0253907461		
50	140	Miniception	0.0205168605	0.0003640038	23.8381874561	0.0475066997		
50	150	Miniception	0.0183478499	0.0004008321	23.8082537413	0.0184815068		
50	160	Miniception	0.0169010628	0.0004718939	23.8338557482	0.0341674777		
50	170	Miniception	0.015312135	0.0001717058	23.8363860369	0.034586922		
50	180	Miniception	0.0142675999	0.0002719177	23.8128902197	0.0250114058		
50	190	Miniception	0.0134564559	0.0004036075	23.8314700603	0.0315520638		
50	200	Miniception	0.0126912122	0.000457972	23.8350494385	0.0256365367		
50	210	Miniception	0.0119213784	0.0004020202	23.8001266718	0.0174756064		
50	220	Miniception	0.0110763643	0.0002199277	23.8269720078	0.0312377153		
50	230	Miniception	0.0105011615	0.0002531613	23.8302344322	0.0321589421		
50	240	Miniception	0.0098761184	0.0001483364	23.8028891563	0.0302023241		
50	250	Miniception	0.009596577	0.0002691298	23.8346801996	0.0252214647		
50	260	Miniception	0.0091050846	0.0002513461	24.0238657236	0.0361549849		
50	270	Miniception	0.0087348728	0.0002379745	24.0103464127	0.036418396		
50	280	Miniception	0.0084582514	0.0001515063	24.0445412159	0.0324524202		
50	290	Miniception	0.0081005197	0.0002762549	24.0268962622	0.0261732257		
50	300	Miniception	0.0076940577	0.0001707539	24.0004309893	0.0341001675		
50	310	Miniception	0.0073871562	0.0001271495	24.0240966082	0.0343344516		
50	320	Miniception	0.0070809047	0.0001078827	24.0243350506	0.0496142922		
50	330	Miniception	0.0069576341	0.000254671	23.9911719799	0.0253654444		
50	340	Miniception	0.0066040324	7.83092210197938E-05	24.0162422657	0.0253757031		
50	350	Miniception	0.0063949313	9.64687472745694E-05	24.0202031851	0.0316134477		
100	110	Miniception	0.1428524342	0.0036280752	26.4617716789	0.1238847265		
100	120	Miniception	0.0785603377	0.0029282363	25.9154473066	0.1071182215		
100	130	Miniception	0.0536058607	0.0026463272	25.462735939	0.0510964031		
100	140	Miniception	0.0418091839	0.0015028166	25.2251036882	0.0274989495		
100	150	Miniception	0.0333765204	0.001344029	25.2047522306	0.0305160467		
100	160	Miniception	0.0279968872	0.0013567524	25.1128986597	0.0608235543		
100	170	Miniception	0.0236843845	0.0006748129	24.9993198633	0.0435333157		
100	180	Miniception	0.0211245791	0.0012208251	25.0050479412	0.0305529215		
100	190	Miniception	0.0185978641	0.0005091113	24.0496592999	0.0543783376		
100	200	Miniception	0.0170624489	0.0006750891	23.9006964445	0.0308226588		
100	210	Miniception	0.015860437	0.0005381477	23.9598566771	0.0445740671		
100	220	Miniception	0.0148393069	0.0002466124	23.94217031	0.06648673		
100	230	Miniception	0.0139526181	0.0004090527	23.9224172831	0.0605168651		
100	240	Miniception	0.0130996497	0.0004312328	23.9464588404	0.0521657151		
100	250	Miniception	0.0124160129	0.0003457335	23.9408206701	0.0591923751		
100	260	Miniception	0.0118480073	0.0003312921	24.0965764999	0.0495725062		
100	270	Miniception	0.0109422283	0.0001901942	24.1585711718	0.0463168883		
100	280	Miniception	0.0101882809	0.0002306716	24.1489195347	0.0675175696		
100	290	Miniception	0.0099131981	0.0002817341	24.1094296694	0.0443176246		
100	300	Miniception	0.0093608727	0.0003155536	24.1658591509	0.0613246784		
100	310	Miniception	0.00909337	0.0002490563	24.1405953407	0.0566543012		
100	320	Miniception	0.0085008142	8.17163283254953E-05	24.1273214579	0.050950782		
100	330	Miniception	0.0083071722	0.0002909936	24.1870054007	0.0534113195		
100	340	Miniception	0.0078044573	0.0001746296	24.1416818857	0.0647874828		
100	350	Miniception	0.0076397556	0.0001556626	24.1459095001	0.0777146569		
100	360	Miniception	0.0072968022	0.0001525283	24.1821409464	0.0805564785		
100	370	Miniception	0.0070646399	0.0001582732	24.1426799774	0.0665667546		
100	380	Miniception	0.0068572979	0.0002069697	24.1647550344	0.0680460581		
100	390	Miniception	0.0065896852	0.0001708386	24.2116327763	0.0658306446		
100	400	Miniception	0.0064158835	0.0001838558	24.1560259819	0.0764257114		
100	410	Miniception	0.0062065814	0.0002812523	24.1676947594	0.0929465393		
100	420	Miniception	0.0059395488	0.0001214299	24.1864370584	0.0632626173		
100	430	Miniception	0.0057069065	9.22042451913078E-05	24.1772220612	0.0956296905		
100	440	Miniception	0.0056310657	0.0002050073	24.1424674273	0.0502498691		
100	450	Miniception	0.0053935434	9.4069070948622E-05	24.1990904093	0.0631682359		
100	460	Miniception	0.0052672821	0.0001384581	24.1480246067	0.0531311575		
100	470	Miniception	0.0052037515	0.0001427848	24.154623127	0.0628518484		
100	480	Miniception	0.0050435699	0.0001578929	24.1823513985	0.0621421218		
100	490	Miniception	0.0048840184	0.000109889	24.1691608191	0.0862715648		
100	500	Miniception	0.0048672982	0.000180769	24.1525808096	0.0742573407		
5	100	Miniception	0.0207640883	0.0009767521	29.5988922596	0.0688900122		
6	100	Miniception	0.0209674705	0.0005206656	27.3741775036	0.0699999557		
7	100	Miniception	0.0210710426	0.0003673662	26.0758327723	0.1295810029		
8	100	Miniception	0.0212181449	0.0003392611	25.4411253214	0.1275591888		
9	100	Miniception	0.021245757	0.0001451787	24.9700047255	0.1530682657		
10	100	Miniception	0.0215821994	0.00033533	24.6101601362	0.1290327927		
11	100	Miniception	0.0218139118	0.0002444449	24.4103493214	0.1221811634		
12	100	Miniception	0.0220375642	0.0003369461	24.1283571243	0.0669523543		
13	100	Miniception	0.0222024866	0.0003298143	23.9052587032	0.0589807229		
14	100	Miniception	0.022303299	0.0003473968	23.8544710875	0.0511084002		
15	100	Miniception	0.0223345813	0.0003745606	24.4198507786	0.048215256		
